,Longitude,Latitude,Rank,Officer Gender,Officer Race,Years of SPD Service,Number of Rounds,Subject Gender,Subject Race,Subject Weapon,Fatal,On-duty,Disposition,Disciplined,Key Phrase,Sentiment,Negativity
111,-122.290325,47.67759946,POLICE OFFICER,0,White,7,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
112,-122.290325,47.67759946,POLICE OFFICER,0,Nat Hawaiian/Oth Pac Islander,8,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
113,-122.290325,47.67759946,POLICE OFFICER,0,Hispanic or Latino,6,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
114,-122.3598778,47.6295836,POLICE OFFICER,0,White,6,4,0,Black or African American,1,0,1,1,No,"['subject', 'knives', 'officer’s car', 'backup officers', 'marked police car', 'door', 'attempted auto theft', 'police uniform', 'contact team', 'block of Queen Anne Ave', 'report', 'surrounding neighborhood', 'parked vehicle', 'open window', 'spare key', 'aid', 'Seattle', 'knife', 'response', 'Harborview Medical Center', 'foot', 'Department', 'time', 'point', 'area', 'hand', 'Taser', 'compliance', 'intersection', 'ground', 'firearm', 'rounds', 'pockets', 'custody', 'injuries']","{'positive': 0.01, 'neutral': 0.11, 'negative': 0.88}",0.88
115,-122.306843,47.690321,Officer,0,White,7,3,0,Black or African American,1,1,1,1,No,"['vehicle approach', 'subject’s vehicle', 'unknown vehicle', 'passenger door', 'passenger floorboard', 'matching holster', 'convicted felon', 'right hip', 'firearm', 'residence', 'scene', 'Avenue NE', 'SEATTLE POLICE', 'area', 'surveillance', 'loud verbal commands', 'Street', 'caliber pistol', 'outer garment', 'Harborview Medical Center', 'Hands', 'bold lettering', ""subject's belt"", 'curb', 'sight', 'resources', 'assistance', 'social media', 'car', 'handgun', 'prior contacts', 'officers’ view', 'Sergeant', 'hours', 'medics', 'apartment', 'weapons', 'dead', 'minute', 'ground']","{'positive': 0.03, 'neutral': 0.06, 'negative': 0.91}",0.91
116,-122.306843,47.690321,Officer,0,White,7,1,0,Black or African American,1,1,1,1,No,"['vehicle approach', 'subject’s vehicle', 'unknown vehicle', 'passenger door', 'passenger floorboard', 'matching holster', 'convicted felon', 'right hip', 'firearm', 'residence', 'scene', 'Avenue NE', 'SEATTLE POLICE', 'area', 'surveillance', 'loud verbal commands', 'Street', 'caliber pistol', 'outer garment', 'Harborview Medical Center', 'Hands', 'bold lettering', ""subject's belt"", 'curb', 'sight', 'resources', 'assistance', 'social media', 'car', 'handgun', 'prior contacts', 'officers’ view', 'Sergeant', 'hours', 'medics', 'apartment', 'weapons', 'dead', 'minute', 'ground']","{'positive': 0.03, 'neutral': 0.06, 'negative': 0.91}",0.91
117,-122.3062851,47.69029952,POLICE OFFICER,0,White,7,1,0,Black or African American,1,1,1,1,No,"['ACT officers', 'residence', 'occupied vehicle', 'marked Seattle Police vehicle', 'firearm', 'NE', 'surveillance', 'occupants', 'PM', 'contact', 'patrol rifle', 'patrol shotgun', 'right forearm', 'North Precinct Anti-Crime Team', 'street', 'plain clothes', 'vests', 'jackets', 'passenger door', 'area', 'additional resources', 'dead', 'convicted felon', 'possession', 'intention', 'Harborview Medical Center', 'felony warrant', 'subjects', 'approach', 'time', 'emergency lights', 'custody', 'units', 'gunpoint', 'minute', 'ground']","{'positive': 0.01, 'neutral': 0.17, 'negative': 0.82}",0.82
118,-122.3062851,47.69029952,POLICE OFFICER,0,White,7,6,0,Black or African American,1,1,1,1,No,"['ACT officers', 'residence', 'occupied vehicle', 'marked Seattle Police vehicle', 'firearm', 'NE', 'surveillance', 'occupants', 'PM', 'contact', 'patrol rifle', 'patrol shotgun', 'right forearm', 'North Precinct Anti-Crime Team', 'street', 'plain clothes', 'vests', 'jackets', 'passenger door', 'area', 'additional resources', 'dead', 'convicted felon', 'possession', 'intention', 'Harborview Medical Center', 'felony warrant', 'subjects', 'approach', 'time', 'emergency lights', 'custody', 'units', 'gunpoint', 'minute', 'ground']","{'positive': 0.01, 'neutral': 0.17, 'negative': 0.82}",0.82
119,-122.3072756,47.59586849,POLICE OFFICER,1,White,7,6,0,White,1,0,1,1,No,"['subject', 'responding officer', 'caller', 'officers', 'upper right shoulder', 'times', 'Domestic Violence', 'Harborview Medical Center', 'block of Dearborn', 'large chef’s', 'torso', 'street corner', 'husband', 'PM', 'hand', 'repeated instructions', 'groin', 'knife', 'injuries', 'Taser', 'knives']","{'positive': 0.02, 'neutral': 0.08, 'negative': 0.9}",0.9
120,-122.3214,47.58104,POLICE SERGEANT,1,Black or African American,19,1,0,Asian,1,1,1,1,No,"['SPD personnel', 'knife', 'Sergeant', 'physical altercation', 'area', 'Harborview Medical Center', 'Captain', 'weapon', 'subjects', 'joint effort', 'verbal commands', 'utilized hand gestures', 'Washington State Department of Transportation employee', 'East Duwamish Greenbelt', 'homeless encampment', 'CITY DEPARTMENTS', 'SFD', 'resources', 'Interstate', 'attention', 'vehicle', 'firearms', 'Seattle', 'grip', 'count', 'pistol', 'times', 'sharp force injury', 'Command Post', 'aid', 'people', 'injuries', 'response', 'Jungle', 'dead', 'situation', 'chest']","{'positive': 0.0, 'neutral': 0.03, 'negative': 0.97}",0.97
121,-122.33591,47.60434,POLICE OFFICER,1,Black or African American,3,2,0,Black or African American,1,1,1,1,No,"['female subject', 'subject multiple times', 'additional officers', 'Seattle Police Officers', 'convenience store clerk', 'subjects', 'firearm', 'SPD SWAT', 'K9 units', 'King County SWAT', 'report', 'Federal Reserve building', 'armed robbery', 'lower abdomen', 'ballistic vest', 'block', 'descriptions', 'bicycles', 'foot', 'chokehold', 'exchange of gunfire', 'Ave', 'scene', 'short pursuit', 'head', 'bottle', 'males', 'aid', 'position', 'threat', 'items', 'jaw', 'struggle', 'loading dock', 'investigative stop', 'Paramedics', 'thumb', 'pistol', 'attempts', 'custody']","{'positive': 0.02, 'neutral': 0.14, 'negative': 0.84}",0.84
122,-122.33591,47.60434,POLICE OFFICER,0,White,27,2,0,Black or African American,1,1,1,1,No,"['female subject', 'subject multiple times', 'additional officers', 'Seattle Police Officers', 'convenience store clerk', 'subjects', 'firearm', 'SPD SWAT', 'K9 units', 'King County SWAT', 'report', 'Federal Reserve building', 'armed robbery', 'lower abdomen', 'ballistic vest', 'block', 'descriptions', 'bicycles', 'foot', 'chokehold', 'exchange of gunfire', 'Ave', 'scene', 'short pursuit', 'head', 'bottle', 'males', 'aid', 'position', 'threat', 'items', 'jaw', 'struggle', 'loading dock', 'investigative stop', 'Paramedics', 'thumb', 'pistol', 'attempts', 'custody']","{'positive': 0.02, 'neutral': 0.14, 'negative': 0.84}",0.84
123,-122.33591,47.60434,POLICE OFFICER,0,White,4,2,0,Black or African American,1,1,1,1,No,"['female subject', 'subject multiple times', 'additional officers', 'Seattle Police Officers', 'convenience store clerk', 'subjects', 'firearm', 'SPD SWAT', 'K9 units', 'King County SWAT', 'report', 'Federal Reserve building', 'armed robbery', 'lower abdomen', 'ballistic vest', 'block', 'descriptions', 'bicycles', 'foot', 'chokehold', 'exchange of gunfire', 'Ave', 'scene', 'short pursuit', 'head', 'bottle', 'males', 'aid', 'position', 'threat', 'items', 'jaw', 'struggle', 'loading dock', 'investigative stop', 'Paramedics', 'thumb', 'pistol', 'attempts', 'custody']","{'positive': 0.02, 'neutral': 0.14, 'negative': 0.84}",0.84
124,-122.33591,47.60434,POLICE OFFICER PROBATION,0,Hispanic or Latino,1,2,0,Black or African American,1,1,1,1,No,"['female subject', 'subject multiple times', 'additional officers', 'Seattle Police Officers', 'convenience store clerk', 'subjects', 'firearm', 'SPD SWAT', 'K9 units', 'King County SWAT', 'report', 'Federal Reserve building', 'armed robbery', 'lower abdomen', 'ballistic vest', 'block', 'descriptions', 'bicycles', 'foot', 'chokehold', 'exchange of gunfire', 'Ave', 'scene', 'short pursuit', 'head', 'bottle', 'males', 'aid', 'position', 'threat', 'items', 'jaw', 'struggle', 'loading dock', 'investigative stop', 'Paramedics', 'thumb', 'pistol', 'attempts', 'custody']","{'positive': 0.02, 'neutral': 0.14, 'negative': 0.84}",0.84
126,-122.26223,47.67889,POLICE OFFICER,0,White,9,3,1,Black or African American,1,1,1,1,No,"['officers', 'Officer Safety Caution', 'female subject', 'Seattle Police Officer', 'living room', 'knife', 'apartment', 'door', 'resident', 'incident', 'firearm', 'scene', 'attempted therapy', 'small children', 'burglary report', 'FBI', 'National Crime Information Computer', 'routine check', 'Federal Bureau of Investigation', 'adjacent bedroom', 'NCIC', 'additional child', 'floor', 'knives', 'system', 'Department paramedics', 'entrance', 'tactics', 'large pair of scissors', 'arm’s reach', 'items', 'Ave Northeast', 'hearing gunfire', 'request', 'block', 'risk', 'multiple times', 'notes', 'hall entry', 'repeated commands', 'gaming consoles', 'standing position', 'subject’s hands', 'questions', 'left', 'kitchen', 'arriving', 'aid', 'commotion', 'result', 'break-', 'minutes', 'backup']","{'positive': 0.0, 'neutral': 0.1, 'negative': 0.9}",0.9
127,-122.26223,47.67889,POLICE OFFICER,0,White,2,4,1,Black or African American,1,1,1,1,Yes,"['officers', 'Officer Safety Caution', 'female subject', 'Seattle Police Officer', 'living room', 'knife', 'apartment', 'door', 'resident', 'incident', 'firearm', 'scene', 'attempted therapy', 'small children', 'burglary report', 'FBI', 'National Crime Information Computer', 'routine check', 'Federal Bureau of Investigation', 'adjacent bedroom', 'NCIC', 'additional child', 'floor', 'knives', 'system', 'Department paramedics', 'entrance', 'tactics', 'large pair of scissors', 'arm’s reach', 'items', 'Ave Northeast', 'hearing gunfire', 'request', 'block', 'risk', 'multiple times', 'notes', 'hall entry', 'repeated commands', 'gaming consoles', 'standing position', 'subject’s hands', 'questions', 'left', 'kitchen', 'arriving', 'aid', 'commotion', 'result', 'break-', 'minutes', 'backup']","{'positive': 0.0, 'neutral': 0.1, 'negative': 0.9}",0.9
128,-122.35016,47.70961,POLICE OFFICER,0,White,19,5,0,White,1,0,1,1,No,"['subject', 'OC gas', 'SWAT officer', 'CS gas', 'pepper gas', 'tear gas', 'Seattle Police Officers', 'residence', 'SWAT deployed chlorobenzylidene malononitrile', 'Bellevue Police Department', 'remote-controlled police robot', 'Seattle Police Special Weapons', 'bearcat windshield', 'surrender', 'firearm', 'effect', 'King County Sheriff’s Officer', 'mutual aid resources', 'King County Jail', 'additional resources', 'arrest team', 'hours of negotiations', 'Hostage Negotiation Team', 'Tactics', 'multiple calls', 'response', 'HNT', 'K9', 'BPD', 'block of Fremont Avenue North', 'ABS', 'driver’s', 'charges', 'use of Oleoresin Capsicum', 'tactical operations', 'Arson Bomb Squad', 'passenger rear view', 'firing', 'various threats', 'neighborhood dispute', 'Degree Assault', 'gauge shotgun', 'mirror', 'discharge', 'Harborview Medical Center', 'armored vehicle', 'rifle', 'driveway', 'scene', 'Sergeant', 'home', 'custody', 'door', 'arriving', 'minutes', 'hip', 'injuries']","{'positive': 0.0, 'neutral': 0.05, 'negative': 0.95}",0.95
129,-122.32711,47.63899,POLICE OFFICER,1,White,10,11,1,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
130,-122.32711,47.63899,POLICE OFFICER,1,White,10,11,0,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
131,-122.32711,47.63899,POLICE OFFICER,1,White,10,11,1,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
132,-122.32711,47.63899,POLICE OFFICER,0,White,3,16,1,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
133,-122.32711,47.63899,POLICE OFFICER,0,White,3,16,0,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
134,-122.32711,47.63899,POLICE OFFICER,0,White,3,16,1,White,1,0,1,0,Yes,"['Seattle Police Officers', 'authorized-vehicle', 'suspicious vehicle', 'subjects', 'caller', 'incident', 'Seattle Police Communication Center', 'possession of weapons', 'Office of Police Accountability', 'reporting party', 'sharp screwdriver', 'firearm', 'occupants', 'minutes', 'investigation', 'OPA', 'alley', 'multiple sustained findings', 'license plate', 'space', 'block of Yale Avenue East', 'officers’ employment', 'male', 'door handles', 'department', 'result', 'Snohomish County', 'presence', 'superficial wounds', 'degree', 'enroute', 'ground', 'event']","{'positive': 0.01, 'neutral': 0.06, 'negative': 0.93}",0.93
135,-122.26355,47.6762,POLICE OFFICER,0,White,2,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
136,-122.26355,47.6762,POLICE OFFICER,0,White,16,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
137,-122.26355,47.6762,POLICE OFFICER,0,White,,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
138,-122.26355,47.6762,POLICE STUDENT OFFICER,0,Black or African American,< 1,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
139,-122.26355,47.6762,POLICE OFFICER PROBATION,0,Asian,2,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
140,-122.26355,47.6762,POLICE OFFICER,0,White,2,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
141,-122.26355,47.6762,POLICE OFFICER,0,Black or African American,2,Multiple,0,White,1,1,1,1,No,"['rifle officers', 'additional officers', 'vehicle', 'subject laying', 'male subject', 'continued therapy', 'armed robbery', 'contact team', 'assault', 'firearm', 'medical aid', 'pursuit eastbound', 'wooded area', 'Harborview Medical Center', 'block of Holman Road Northwest', 'chest seals', 'Street', 'Avenue Northeast', 'tourniquets', 'Department paramedics', 'occupant', 'spotlight', 'berm', 'CPR', 'foot', 'heavy gate', 'Seattle', 'noise', 'Magnuson Park', 'subjects', 'driver’s', 'direction', 'dead', 'custody', 'grass', 'window', 'feet', 'female', 'permission', 'right hip', 'officers’ commands', 'bitch', 'shirt', 'minutes', 'hands', 'backup', 'incidents']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
142,-122.29116,47.67307,POLICE OFFICER,0,White,8,8,0,White,1,1,1,1,No,"['police vehicle', 'officers', 'occupant’s vehicle', 'caller’s vehicle', 'subject driving southbound', 'Avenue Northeast', 'inside', 'Seattle Police Department Communication Center', 'repeated commands', 'suspect', 'doors', 'passenger', 'auto prowl', 'progress', 'blocks westbound', 'home', 'gunpoint', 'rounds', 'foot', 'windows', 'aid', 'scene', 'cover', 'firearm', 'care']","{'positive': 0.09, 'neutral': 0.08, 'negative': 0.83}",0.83
143,-122.29958,47.66926,POLICE OFFICER,0,White,17,5,0,White,1,1,1,1,No,"['police vehicle', 'officers', 'occupant’s vehicle', 'caller’s vehicle', 'subject driving southbound', 'Avenue Northeast', 'inside', 'Seattle Police Department Communication Center', 'repeated commands', 'suspect', 'doors', 'passenger', 'auto prowl', 'progress', 'blocks westbound', 'home', 'gunpoint', 'rounds', 'foot', 'windows', 'aid', 'scene', 'cover', 'firearm', 'care']","{'positive': 0.09, 'neutral': 0.08, 'negative': 0.83}",0.83
144,-122.34462,47.69853,POLICE OFFICER,0,White,3,1,0,Nat Hawaiian/Oth Pac Islander,1,1,1,1,No,"['vehicle', 'firearm', 'Seattle Police Officers', 'traffic stop', 'male driver', 'officer units', 'subject’s head', 'battery condition', 'brace contact shot', 'additional units', 'block of North', 'subject’s forearm', 'registered owner', 'initial contact', 'lanes of traffic', 'takedown', 'check', 'backup', 'ground', 'single car', 'single resource', 'block of Aurora Avenue North', 'Washington State Department of Licensing', 'DOL', 'system', 'times', 'female passenger', 'person unit', 'occupants', 'right hand', 'observed illegal lane change', 'gun', 'closed fisted strike', 'information', 'prone position', 'manner', 'Street', 'emergency lights', 'custody', 'parking lot', 'left ear', 'hands', 'sweatshirt', 'aid', 'identification', 'records', 'possession', 'foot', 'commands', 'date of birth', 'license', 'weapon', 'dead', 'care']","{'positive': 0.06, 'neutral': 0.17, 'negative': 0.77}",0.77
145,-122.34334,47.70596,POLICE OFFICER,0,White,17,3,0,Not Specified,1,1,1,1,No,"['female subject', 'Seattle Police Officers', 'Seattle Police Communication Center', 'Spanish', 'unit', 'weapons', 'female caller', 'adult female', 'adjacent room', 'body', 'forced entry', 'apartment complex', 'apartment building', 'floor', 'door', 'large kitchen knife', 'multiple times', 'location', 'meat cleaver', 'parking lot', 'single additional round', 'block of Midvale Avenue North', 'Department paramedics', 'area', 'uniform', 'significant quantity of blood', 'care', 'resident', 'placa', 'mix of English', 'help', 'search', 'feet', 'badge', 'hand', 'Alto', 'witness', 'reply', 'aid', 'scene', 'Policia']","{'positive': 0.11, 'neutral': 0.09, 'negative': 0.8}",0.8
146,-122.34334,47.70596,POLICE OFFICER,0,Black or African American,25,3,0,Not Specified,1,1,1,1,No,"['female subject', 'Seattle Police Officers', 'Seattle Police Communication Center', 'Spanish', 'unit', 'weapons', 'female caller', 'adult female', 'adjacent room', 'body', 'forced entry', 'apartment complex', 'apartment building', 'floor', 'door', 'large kitchen knife', 'multiple times', 'location', 'meat cleaver', 'parking lot', 'single additional round', 'block of Midvale Avenue North', 'Department paramedics', 'area', 'uniform', 'significant quantity of blood', 'care', 'resident', 'placa', 'mix of English', 'help', 'search', 'feet', 'badge', 'hand', 'Alto', 'witness', 'reply', 'aid', 'scene', 'Policia']","{'positive': 0.11, 'neutral': 0.09, 'negative': 0.8}",0.8
147,-122.3278989,47.61547209,POLICE OFFICER,0,White,3,Multiple,0,Asian,1,0,1,1,No,"['subject', 'west contact team', 'Police Officers', 'south contact team', 'rifle officer', 'contact teams', 'rifle equipped officer', 'area', 'ballistic shield', 'lethal weapon', 'reported location', 'multiple rounds', 'multiple rubber baton projectile', 'caller', 'Department paramedics', 'street', 'continued care', 'husband', 'black object', 'Seattle', 'scene', 'arm', 'Harborview Medical Center', 'crossfire situation', 'sidewalk', 'rack', 'uniform', 'block of Melrose', 'loud noise', 'handgun', 'apartment', 'possession', 'gunshot', 'information', 'suicide', 'hands', 'ground', 'audible warning', 'Degree Assault', 'earshot', 'direction', 'radio', 'air', 'custody', 'building', 'aid', 'injuries']","{'positive': 0.12, 'neutral': 0.06, 'negative': 0.82}",0.82
148,-122.3278989,47.61547209,POLICE OFFICER,0,White,5,Multiple,0,Asian,1,0,1,1,No,"['subject', 'west contact team', 'Police Officers', 'south contact team', 'rifle officer', 'contact teams', 'rifle equipped officer', 'area', 'ballistic shield', 'lethal weapon', 'reported location', 'multiple rounds', 'multiple rubber baton projectile', 'caller', 'Department paramedics', 'street', 'continued care', 'husband', 'black object', 'Seattle', 'scene', 'arm', 'Harborview Medical Center', 'crossfire situation', 'sidewalk', 'rack', 'uniform', 'block of Melrose', 'loud noise', 'handgun', 'apartment', 'possession', 'gunshot', 'information', 'suicide', 'hands', 'ground', 'audible warning', 'Degree Assault', 'earshot', 'direction', 'radio', 'air', 'custody', 'building', 'aid', 'injuries']","{'positive': 0.12, 'neutral': 0.06, 'negative': 0.82}",0.82
